Feature	signal_to_noise_ratio
LINC02165	-0.0017149586862433672
SNX2P2	-0.0017149586862433672
MIR200C	-0.0017149586862433672
IGKV1D-17	-0.0017149640519499329
PKP2	-0.0017412415305614222
TMEM219	-0.001744851473526309
UBE2V2	-0.001752036892440461
LRCH1	-0.0017656464737877584
RNU2-15P	-0.0017838271628648002
AC103855.2	-0.0017852352475815794
MVD	-0.0017904799933617602
AKIRIN1P2	-0.001812731676752576
HMG20B	-0.0018430370421158423
KRTAP19-1	-0.0018433045855389078
CRYM	-0.001864092695355945
IFIT3	-0.0018778103531758457
RNU11	-0.0018994465098473997
STAC3	-0.0019240335128013074
IGFLR1	-0.0019359638318877076
ATP8A2P3	-0.0019551306546090764
WDFY1	-0.0019617277592561227
MMAA	-0.0019745497457318104
TTLL6	-0.0019877648729374497
RN7SL273P	-0.001997498282763518
PRL	-0.0020087662922323446
LINGO4	-0.002008924451391135
DENND5B-AS1	-0.0020157569420715437
OXCT1	-0.0020287631237843238
ASB11	-0.0020468527827927838
OR2A5	-0.0020728805724546558
CDY11P	-0.0020728805724546558
CHRM3-AS1	-0.0020728805724546558
OR2T35	-0.0020728805724546558
KLHL2	-0.0021191330712354165
BMS1P13	-0.0021340757691883
PYHIN5P	-0.002164706383803649
LIPA	-0.0021696797094517876
TXNL4AP1	-0.0021702594343545145
SSBP4	-0.0021759117460274447
RNASE13	-0.00219618143622417
C12orf4	-0.002234857830978568
SLC44A3	-0.0022443745029180873
ZNF45	-0.0022510418484052966
EXOC7P1	-0.0022719386324705952
SKP2	-0.002274448152139131
WNK4	-0.00228150391661051
RASGEF1C	-0.0023082470259279016
PRPS1	-0.0023166474391673963
LINC01299	-0.0023350400413998107
CTSLP6	-0.0023386718590465965
SPAG11A	-0.0023386718590465965
APCS	-0.0023386718590465965
ARL4AP3	-0.0023386718590465965
H3P43	-0.0023386718590465965
RAC1P6	-0.0023473980806494746
RNU6-1208P	-0.0023473980806494746
RPS3AP24	-0.0023508025476648977
LINC02857	-0.0023564043036740003
NUP133	-0.002357251963753982
INO80E	-0.0023833746623997207
SFMBT1	-0.00239252599307289
AP1B1	-0.0024338448413339696
MAST1	-0.0024610003468651725
INSR	-0.0024683110580965965
AC003984.1	-0.0024784189245068648
AC010240.3	-0.002479826320266982
PRDX3P2	-0.002501792979848821
AC010931.1	-0.002512708990546063
HPN-AS1	-0.0025330061205616657
SDK2	-0.0025344697892125817
AL772363.1	-0.0025368060415068266
USP44	-0.002548322709564779
RNGTT	-0.0025732961264547205
RPL21P28	-0.002574138787146495
GPR161	-0.002574918007268974
SDE2	-0.0025816266019487322
GNAQ	-0.0025835029313609073
IGHA2	-0.0025958369195796024
PYCARD-AS1	-0.002597664380334645
CDHR5	-0.002624859439399671
ARL8A	-0.0026291362808494203
R3HCC1	-0.0026501796114086367
FAM118A	-0.0026538027034162916
MIR4665	-0.0026682280082089456
UMOD	-0.002695593271715637
LINC00276	-0.0026986691394858546
TRAJ6	-0.0027165554572780664
BMP6	-0.0027273406056352104
NR1D2	-0.0027425540587534985
ZNF408	-0.0027542545946297905
FGF12-AS3	-0.0027722957863093303
ENTHD1	-0.0027798318541170613
SNORA71A	-0.0027895896759556164
RSL24D1P11	-0.0027966083116841814
MIR4265	-0.002797041560843088
UPK3A	-0.002799933694693704
CKAP2L	-0.0028017817105595705
LRRC58	-0.0028585116266366217
MTHFD2P1	-0.00286555033849083
MIR3129	-0.002872541362144754
PA2G4P3	-0.002909817304519607
AC011676.2	-0.002938680285986954
RNA5SP237	-0.0029449299916231996
LINC02042	-0.002981585527730536
HPGD	-0.002994535349035578
NAIPP2	-0.002994770428881276
GCSIR	-0.0030187674921340127
SIM2	-0.0030201901451084555
RPP30	-0.003027927173688333
NUP62CL	-0.0030289270105580725
ZNF30-AS1	-0.0030449937025002916
HLA-DRB6	-0.0030492772648266254
WDR75	-0.0030573301610004504
KRT28	-0.0030605833104289434
ZNF74	-0.0030841679810113404
MIR4769	-0.0030885222168151494
ADCY9	-0.003089305474882763
AC097381.1	-0.003092513761058312
CPSF4	-0.003098358417329177
XRCC2	-0.0031189853608091143
TRAPPC12-AS1	-0.003125625753854825
BOLA3P2	-0.0031366457431294538
SPINK14	-0.003143778023166949
LINC01326	-0.003143778023166949
C18orf15	-0.003146742134083185
KIF21B	-0.0031574074386909678
PLSCR2	-0.003165877432015974
CSAG3	-0.003216737986525742
NUP210P2	-0.003222421869564893
GTSF1L	-0.003222421869564893
KRT86	-0.0032245269766124672
NBEAL1	-0.0032309764831913524
VSTM5	-0.0032440313153356166
SLC35C1	-0.003248283147690566
DYNC2I1	-0.003264766582549285
MICE	-0.0033009698558691
LINC02325	-0.0033221886901510164
LINC00345	-0.0033375147924726875
TIMD4	-0.0033402020132912154
IL21-AS1	-0.0033881981682215402
EOLA2	-0.003393214510620818
DPY19L2P2	-0.0034230685470264793
MMGT1	-0.0034378746109197645
NOP14	-0.003442629308789364
GAL3ST4	-0.003443450581093578
P3H4	-0.0034525804061322487
GTF2I	-0.0034860644929244453
OXCT2	-0.0034886225590732133
LHPP	-0.0034983401806550985
ARHGEF10L	-0.0035003289215590964
ATP6V1G1P7	-0.0035184002954687537
TEMN3-AS1	-0.0035184002954687537
MIR135A1	-0.0035184002954687537
LINC01486	-0.0035184002954687537
VENTXP5	-0.0035184002954687537
LINC01970	-0.0035436531853731165
RUNX1T1	-0.0035539782303471673
RN7SL784P	-0.0035616066036443486
SLC1A2	-0.0035639719379064404
ST7L	-0.0035791055085682005
DERL2	-0.0035955386865533
BRI3	-0.0036085823327244486
SLC6A5	-0.0036495688009296322
CEP85L	-0.0036672410555284997
CLASP2	-0.0036795755656430563
THEGL	-0.0036942613232227297
DCAF10	-0.0036952596231919145
AC020915.2	-0.003705515341113648
KIR2DL3	-0.0037152563514566087
GART	-0.003716582999049568
KCNK4	-0.0037215009748135497
LINC01070	-0.003734643293676678
SEC14L2	-0.003775871728198479
LINC02510	-0.0037874452452745008
RN7SL395P	-0.003797393902541892
RNY1P6	-0.0038188591817624766
PRAMEF20	-0.0038188591817624766
LFNG	-0.0038219314734465586
RPL7P24	-0.0038355153693749497
PCSK2	-0.0038373456989879294
DCDC2C	-0.003873936164130029
LRRC8A	-0.003889026617162448
ASS1P14	-0.003919143859060385
KAT7P1	-0.0039584570722207965
FGF22	-0.0039587923955114995
RPL37AP8	-0.0039723303516900135
SH3TC1	-0.003975941111887259
SRSF10P1	-0.0039775660332033
COX6B1P1	-0.004067736004750885
SLC16A11	-0.004071077049129426
C1GALT1P1	-0.00407707655670783
AP2B1	-0.004077988493914549
LINC02860	-0.004079339628519826
MED28P3	-0.004079339628519826
HMGN1P2	-0.004079339628519826
TYMS	-0.004089207162107996
ILRUN	-0.004092293736735652
LRRC47	-0.004094921833146315
FMR1-IT1	-0.004116407606151693
TMEM196	-0.004118296547219021
ZSCAN29	-0.004121882464213818
OR7E47P	-0.004131638078086847
PFKM	-0.004148382552304405
SELENOWP1	-0.004163270702494142
LINC01513	-0.0041713852071447515
TUBAP14	-0.0041715735556024985
HMGN1P30	-0.004180823861303419
SPAG16	-0.0041852932179624195
LRTOMT	-0.00418749387242556
TUNAR	-0.004187679255708372
EIF4EBP2	-0.0041885368108021395
LINC01875	-0.004195104570854798
CACNA1G-AS1	-0.004195104570854798
OAS1	-0.004201355125455513
MIR1299	-0.004217215142762633
NEIL2	-0.004220271912676835
ATL2	-0.004232980342521733
ZNF33CP	-0.004237552896975465
C8orf89	-0.004240653106587942
MPZL1	-0.004249720472485851
CNOT7	-0.0042771161711388705
RPA2P3	-0.004304385850616533
VN1R1	-0.004313352062525377
GLRXP1	-0.004315229194408338
LINC02065	-0.004336740481625707
RNF14P1	-0.004348263084041476
FAM53A	-0.004353721275274018
GOLGA8K	-0.004360110414155978
TOP2B	-0.004362322774225235
CYCSP41	-0.004372428620074075
SNRPCP4	-0.004392536340845051
RPS7P4	-0.004399512965131701
RNU5E-1	-0.004403137928410972
CTSS	-0.0044211561465188265
MAGED4B	-0.004430107083398058
PPIAL4A	-0.004439517776191431
C1QTNF7-AS1	-0.004465340066604918
LINC00240	-0.004466670528200253
MTND5P8	-0.004480889583807608
MPND	-0.004487044743861736
TMEM14EP	-0.004494376119046821
COL18A1-AS1	-0.004499687172475038
RFPL3	-0.004505245193505853
RPH3AL	-0.004505450320730457
DMPK	-0.004533299740808418
GAPVD1	-0.004539944545943856
UBOX5-AS1	-0.004541753372384119
RPS27P1	-0.004562244306878807
SMAD3	-0.004605499625405281
GRWD1	-0.0046204772279554805
POLG2	-0.004624579554777134
RN7SKP43	-0.004627247849932935
ACTR1A	-0.00462840958534973
ZNF598	-0.004628698841247856
NID1	-0.004632884414735625
GLT8D1	-0.004634117211012688
PHBP9	-0.004634397354592076
ZNF189	-0.004634512646275933
STX10	-0.004649746564865808
SCAMP3	-0.0046630792588724075
ZNF208	-0.004720462677766303
TMEM37	-0.004729030803728576
NDUFB1P2	-0.004735768469032965
RPS2P44	-0.004747943218900082
C15orf62	-0.00474900673803168
ZNF644	-0.004770932424533408
HAR1B	-0.004775319874193435
GPR37L1	-0.004779440685447725
TSN	-0.004815207135364195
ZNF430	-0.0048168081376158646
SLC5A10	-0.004822792265891839
TMLHE-AS1	-0.00484079448075728
LINC02877	-0.004842626582929874
RBM19	-0.0048730714977452015
GAPDHP61	-0.004916406190689622
SDR42E1P5	-0.004943414965992719
SZT2-AS1	-0.004964391960157083
KIAA1958	-0.004971536351932653
RPL7P33	-0.004999991339924773
PGAP4	-0.005037811405277995
MKNK2P1	-0.005041617449037239
SNORD9	-0.0050468362758232434
GUSBP3	-0.005050871943796972
RNU6-694P	-0.005058879550429792
RPL5P4	-0.005060592894733545
ZFAND2A	-0.005076846037749252
RNU4-13P	-0.005115276569865796
ITSN1	-0.005133774672052519
TINAGL1	-0.0051341663347381295
VAPA	-0.005145354265809066
HAT1	-0.005147735311308396
AC016747.2	-0.005171932028620638
EDDM3B	-0.005178025642935084
MIR4431	-0.005178025642935084
LINC02697	-0.005181453115349449
AC007192.2	-0.005193562253413064
HSP90AA1	-0.005230015812027227
RPL29P32	-0.005235586884967314
MIR643	-0.005246436706317628
LINC01733	-0.005272805788477331
PRAMEF19	-0.005273742921772953
AC105339.1	-0.00531096656183754
LINC01962	-0.005342098681803644
PPM1D	-0.005365154069940599
DIMT1P1	-0.005374495120264897
IGKV7-3	-0.005374495120264897
RN7SL460P	-0.005374495120264897
TULP3P1	-0.005374495120264897
ARL2BPP8	-0.005374495120264897
RNU6-1243P	-0.005374495120264897
LIG4	-0.005407760674159306
PRAMEF27	-0.00541771932646375
MMP25	-0.00541959195305413
SHROOM3-AS1	-0.005434577748865335
CFHR4	-0.005437679348789878
ADRA2C	-0.0054384446808225795
ALLC	-0.005453202428539657
TLK2	-0.005454842699888997
CCDC92	-0.005484959497271591
NECAB2	-0.005485092351933216
CDC42P6	-0.005491459014100603
FGF18	-0.005499009374479763
AL451074.1	-0.005509388650779682
AC012447.1	-0.005510008021379675
ARHGEF17	-0.005518643989272829
RNY1P9	-0.00553824765235091
NALCN-AS1	-0.005544955647516454
VN1R84P	-0.005546829163405295
CEBPA-DT	-0.005566070795101361
TBC1D29P	-0.005568398034149563
ID2B	-0.00557266080750289
HMGB1P49	-0.005587389194833532
ZNF283	-0.005588716682642558
PMCH	-0.00559788621473268
CENATAC-DT	-0.0056026429991570285
HMCN2	-0.005604589302355107
SEC31A	-0.0056176445376705
ITGA2B	-0.005634485446489595
FAM133GP	-0.0056470509805924395
CYP3A43	-0.005653480381359146
CTNNA2	-0.005670644830433513
HSP90AA2P	-0.005716030673564226
PIWIL4	-0.005716190330082345
ZNF519	-0.005716422569515542
SMARCE1P1	-0.005726866009350208
JKAMPP1	-0.005732968658372663
CEBPE	-0.005743479339969794
NOM1	-0.0057706584092234075
ARMH3	-0.0057787016685094065
OR7E158P	-0.0057803997721582795
RPL7AP49	-0.005785066942745747
PRKY	-0.005801921358394694
NEU1	-0.005802152147809139
IL33	-0.005808777518808917
OR9Q2	-0.005829588969479055
RBBP4P4	-0.0058459403312054415
SLC9A1	-0.005856359685931488
E2F6P3	-0.005871861460158496
SLC25A25-AS1	-0.005878550238270653
SMR3B	-0.005885352616406301
GTF3AP5	-0.005906196647670021
ITSN2	-0.0059074750305850585
MIR4296	-0.0059139875607831455
TTC23	-0.005932454431138983
NCMAP	-0.005955207310868312
DDX49	-0.005976783841468093
MIR2115	-0.00597956501749087
KRT18P25	-0.005982386215140279
HID1	-0.005988359618254297
PCAT18	-0.005992797356586434
GJB6	-0.00599900053211748
MTRES1P1	-0.006009418781993311
ADRM1	-0.006038766937366605
ROCK1P1	-0.0060473371799196094
LINC02712	-0.006077266509206351
Z95115.1	-0.006085398353311999
TRAJ11	-0.006111557629597103
KRT18P22	-0.0061172704913526775
AGXT	-0.0061279485832868245
PDS5A	-0.006134693489874288
POGLUT1	-0.00613792550140322
REC8	-0.006148155229280782
LINC00957	-0.006171610403637912
TBCK	-0.006177236413062554
DR1	-0.006198545257280934
ACP6	-0.006209995311654301
CALM3	-0.006219975800590088
SERP1	-0.006238054641293229
MRPS21P3	-0.006250052870822216
MTCO1P30	-0.006295479472447091
PLLP	-0.006316828266151633
MRGPRG-AS1	-0.00633724107234123
OR4C1P	-0.00633724107234123
MAGEB1	-0.00633724107234123
MORF4L2	-0.006345145259582308
TAF11L14	-0.006345188802197966
SNX2P1	-0.006345188802197966
PRAMEF8	-0.006345188802197966
ZSCAN32	-0.006357722114461572
BAP1	-0.006369960028439502
ANKRD16	-0.006416325762904789
PUS7	-0.006438258377682556
AC007098.1	-0.006450271953788498
ARSL	-0.006462913368113935
KCNQ2	-0.006464122490085141
LINC02157	-0.006482243574453514
RN7SKP255	-0.0065721807573051695
SRSF1	-0.006575285295089641
KRR1P1	-0.00660874326342801
QRICH2	-0.006629515127720323
LINC00337	-0.006635271791097728
LINC02434	-0.0066502023656266115
MIR3115	-0.006668807923309929
CAMTA1-DT	-0.006689698027448802
MIR6509	-0.006689898044012226
FGR	-0.0066917955644489775
ABCA5	-0.006694207428928072
EIF2S2P1	-0.006709069219499216
SUZ12	-0.006711887293778294
IFITM5	-0.006714848747404372
UGT2B26P	-0.006714848747404372
LINC02048	-0.006723793938023902
B3GALT1	-0.006735017028608374
SSBL5P	-0.006781092090855849
C1orf21	-0.006790909438433811
SYS1	-0.006803079451785001
LIN7A	-0.006808011029770636
CCDC140	-0.0068113178513038355
LINC00662	-0.006816312323166924
TCEAL3-AS1	-0.006818246849977845
CLEC19A	-0.0068323428698528485
SCAND3P1	-0.006843821301712913
AC024475.2	-0.006852811527054092
DNAJC16	-0.006891873856838832
ABCF2	-0.0069116152456967315
RPS29P12	-0.006961564499144647
ZNF548	-0.006968866723205213
AGAP9	-0.006971442115014351
CD82	-0.0069722307457281505
ERCC3	-0.007009331436339627
STMND1	-0.007036644377274125
RPL7AP22	-0.007037671790480615
MIR5696	-0.0070392631455979925
TP53I13	-0.007066419804252248
MIR4422	-0.007069897157469625
RNU6-84P	-0.007080553684151979
C19orf47	-0.007083257029316823
RN7SL191P	-0.0070911969580481045
KAAG1	-0.0070911969580481045
RNA5SP73	-0.0070911969580481045
ANAPC1P3	-0.0070959896957717115
BCRP5	-0.007109015599443068
FTH1P12	-0.007121090340174155
CHMP2A	-0.007124317505870069
AL356020.1	-0.007183274009741689
INTS5	-0.007201218552935341
CLPB	-0.007222164612054107
RNU6-17P	-0.007238635688367191
H2BC4	-0.007243945496863997
FCN3	-0.00725227523379891
MIR4307HG	-0.007261193608366209
YWHAQP7	-0.0072667960424984855
NCBP2-AS1	-0.0072769837417913825
HM13-AS1	-0.007299707696194931
AP2B1P1	-0.007305146050401263
C9orf106	-0.00730632981372137
WASHC1	-0.007312459373154497
RPS3AP11	-0.007316548854642761
ZNF454	-0.00731821899809738
RN7SL715P	-0.0073187302740841
CCND2-AS1	-0.007327526913850019
TMEM185B	-0.0074056004151050224
RSL24D1P3	-0.007414776061331907
WDR1	-0.007450694508957099
KRT8P26	-0.007454797934288593
ESRRB	-0.007471835058430171
HNRNPKP2	-0.007483839850267082
PRNP	-0.007493939838834399
PTPRO	-0.007503348706574148
ASB13	-0.007507375659987412
LINC02549	-0.007516762534353245
RPL23AP77	-0.007516762534353245
MIR4271	-0.007518837619980925
CTBP2	-0.007524847161184102
TTC21B	-0.0075250856681130076
TRIM5	-0.007527322918678714
GVQW3	-0.007527706712663824
LCN8	-0.007543074752395098
IMPA2	-0.007550109341115348
GALNT5	-0.0075659130980394685
DDX58	-0.0075692717646943216
TTC39A-AS1	-0.007572961723322724
UBE2G2	-0.007590113961658943
RPL7AP52	-0.007590647699736369
CNN2P9	-0.007595512413346828
NRIP1	-0.007600356786245427
WDR82P1	-0.007630355535902182
PCDHB11	-0.007662835766058893
INPP5A	-0.0076820596279781736
PPIAP41	-0.007685555927525337
RN7SL145P	-0.007686827688910853
VRK3	-0.0077063206566719885
CCNC	-0.007721464672168438
CERS2	-0.0077306869479143725
HLA-DQA2	-0.007730908805063361
MIR210HG	-0.007751976037230141
PGM5P4	-0.007757365170045532
NCBP2	-0.007760567998085903
S100P	-0.007779636917312884
TERC	-0.007787455545796766
AHCYP2	-0.007793475255761131
LINC01827	-0.007802076113598305
CLSTN2-AS1	-0.007816192767048554
RPL4P3	-0.007819222916848945
NSUN5	-0.007820597938503012
LINC01485	-0.00782565714575472
LINC01228	-0.007832700876165511
TACC1	-0.00783374276950123
RNA5SP399	-0.007843040705181378
IFNA1	-0.007851933771799774
SOX15	-0.0078538303020051
ANXA10	-0.00785609491765781
HTR5BP	-0.007857911546087129
STK32B	-0.007875626863281988
PGM2	-0.00787730091711951
TUBAP9	-0.007878841173605667
RBBP7	-0.007880062963418491
REV3L-IT1	-0.007898405743701594
STAT4	-0.007914117621395086
RAB8A	-0.007942291838601952
HNRNPLP2	-0.007942510825182804
CCNQP2	-0.007963143039191201
RNY1P16	-0.007968699694134553
ALYREF	-0.007977159453835923
SMC3	-0.008000413902433171
AGBL5-AS1	-0.008000995253148072
C16orf95	-0.00803990695282443
HSP90B1	-0.008048050325514899
CYCSP53	-0.008053520195756076
PHF3	-0.008076245828531394
AKT3	-0.008086357824563989
AAR2	-0.008100678369535312
TRBV11-2	-0.008103257611205214
MAPK6P1	-0.008114209042297817
KHDC3L	-0.008135614501144002
NUTM2A-AS1	-0.008139249398393902
SLC35A4	-0.00815398614913198
DRAXIN	-0.00815726266745959
LINC01853	-0.008172926638753368
ADAMTS7	-0.008182922910879145
MYL12AP1	-0.0081840158797046
TMC1	-0.008210679257811306
RPS26P8	-0.008223867223468127
SRI-AS1	-0.008228763110432415
TOM1	-0.008229170125308041
CLDN6	-0.008234324021600273
DACH2	-0.008248913630825224
SNHG27	-0.008255144739407496
RN7SKP245	-0.008273303349594942
UGCG	-0.008304078484550868
ITGA5	-0.008318912923383453
LINC01335	-0.00831950702741319
KRT7-AS	-0.008358205425586174
LINC01297	-0.00839469347051185
MIR6851	-0.008412301591905272
FAM172A	-0.00842468150587619
POFUT1	-0.008436286145270583
RN7SKP297	-0.0084541127972093
MAPRE3-AS1	-0.008460971834132485
LINC01554	-0.008477602217003099
HAVCR2	-0.008478115279853201
MEOX1	-0.00852534790819427
RSPO1	-0.00858427917040962
FAM160A1-DT	-0.008586656849492112
ZNF148	-0.008612462931523367
MTFR2P2	-0.00862572607525154
EIF5AP2	-0.008665617728592857
VPS13A	-0.008676813207218907
CNOT6L	-0.00868772573102863
METTL15	-0.008689142834358933
KLF3	-0.008689352288235223
FOXN3-AS2	-0.008710757141614973
PTP4A2	-0.008727134523179133
OR4G1P	-0.008729738730053076
PCGEM1	-0.008740672697162956
TXN	-0.008749334398185071
OR13D2P	-0.008781836680599654
ANKRD49	-0.008813520676494766
RPL10P12	-0.008822536030204293
DDR1-DT	-0.00882794361861155
LINC01238	-0.008855956158967922
CTBP1	-0.008866917324071775
RNF13	-0.008875646482062759
MKNK1	-0.008883601236183612
FLCN	-0.008904180385027691
DPY19L4P2	-0.008909856670101055
ANKRD45	-0.008954384972445623
DDX23	-0.00898011073739724
KLRF1	-0.008994776495463182
LINC02256	-0.008999590640329366
RPL36AP16	-0.009030158283174277
PNISR	-0.009038190637388442
HSFX1	-0.009039270359699758
PLEK	-0.009040150647313365
SLTM	-0.009059162731788863
NPIPB7	-0.009063742486843634
RP9P	-0.009084210305296143
PLCB3	-0.00910127820534294
DDX6P2	-0.009157644999220865
TBL1XR1	-0.009161582057572561
PSMD12	-0.00916373404993682
ZNF573	-0.009164246034088594
OR7E59P	-0.00916855815615595
CARS1	-0.009171719922309956
DCBLD2	-0.009186162636335045
EBPL	-0.009204140748544682
MIR1286	-0.009228583742322922
OR8Q1P	-0.009228583742322922
FSCN1P1	-0.009236294929005084
ORAI3	-0.009244360951502485
LINC01807	-0.009265971742134789
SNORA70G	-0.009277264729108206
IKZF2	-0.009324488575918043
LINC01730	-0.009330852917442727
TOR1AIP1	-0.009352452975964648
CDK8P2	-0.009435096750816921
PA2G4P4	-0.00944010918178018
PPP1R3G	-0.009446846004375722
SNORD13	-0.009448951101646282
CAMKK2	-0.00946268359244665
PSMD4	-0.009463956596115205
BCAR1	-0.009477385028041333
PHF14	-0.009480044473749479
SBNO1-AS1	-0.00949499814389177
YJU2	-0.009500078978291674
ZNF417	-0.00950409927958134
RN7SL473P	-0.009506546804157722
FBXL8	-0.00952595164047409
FAM218A	-0.009543790820000096
ZDHHC3	-0.009544205522418107
PLCE1-AS1	-0.009556939684327899
RNU6-204P	-0.009597190423966796
GOLGA2	-0.009599185376143226
TLR8-AS1	-0.009601603416131829
KLHL11	-0.009624603066586185
OR2AG2	-0.009633106735861593
GTF2IP1	-0.009636773862155945
CTSLP2	-0.00964241322902788
SMC6	-0.00965101514723291
CCL18	-0.009657391038073473
RAD51	-0.009664709430170374
MIR571	-0.00966764305970149
RPL35AP32	-0.00966928789629141
LRRC30	-0.009679549120858307
AGFG1	-0.009701176532710515
PSME2P3	-0.009704596202858195
CCDC85C	-0.009735298125946448
HCP5B	-0.00974108649674417
OR11M1P	-0.009750080018349901
NUCKS1P1	-0.009762592143461354
USP9YP22	-0.009763575548365865
SREK1	-0.009795110475516245
ZP3	-0.00980051556377023
TC2N	-0.009838772424453317
MIR1200	-0.009839167997048088
RBM22P3	-0.009844221054671635
RPL36AP29	-0.009844221054671635
RPL7P39	-0.009844221054671635
CETN1	-0.009844221054671635
MTCYBP9	-0.009844221054671635
GSTM5P1	-0.009859784124555054
TOR3A	-0.009861165340452213
GALNT16	-0.009869521447588712
MATK	-0.009874600477734712
KCNMA1-AS2	-0.009899361351125855
CHMP3	-0.009912286120917
H2AX	-0.009927624194393971
SLC39A9	-0.009946800567220788
ZNF284	-0.009947009941535823
GSG1	-0.009964958105214814
